id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,ubicacion,url
2973,S1,4500000,4500000,250312,2024-10-04,SE VENDE HERMOS DEPARTAMENTO DE 2 NIVELES AMUEBLADO EN EL CENTRO DE PUEBLA,130,130,34615.38461538462,34615.38461538462,2023-04-21,301,10,2024-02-22,Casa,Venta,2,2,1,0,1.0,No,,Puebla Centro,,,"Puebla Centro, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-1b6baa7d58bb-99ab-48aea0cd-81f6-30ae
2974,S1,4500000,4500000,250312,2024-10-04,"Lujosos Departamentos nuevos en venta, Zona Zavaleta. Puebla, Pue.",136,136,33088.23529411765,33088.23529411765,2023-04-20,302,10,2024-02-22,Departamento,Venta,2,2,2,0,2.0,No,,Santa Cruz Buenavista,,,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-d7ec13306d59-1376-4301bab5-961b-3454
2975,S1,4500000,4500000,250312,2024-10-04,Departamento en venta en Torre Arts,149,149,30201.342281879195,30201.342281879195,2023-11-27,86,2,2024-02-22,Departamento,Venta,2,3,1,0,1.0,No,,Tlaxcalancingo,,,"Tlaxcalancingo, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-ca2ffbe0616f-fb4f-8105fa9d-90a8-39c1
2976,S1,4500000,4500000,250312,2024-10-04,PENTHOUSE EN VENTA 2 RECAMARAS CON TERRAZA TORRE HUZ ZAVALETA AMENIDADES,160,160,28125.0,28125.0,2023-04-20,302,10,2024-02-22,Departamento,Venta,2,2,1,0,1.0,No,,Villas Inglesas,,,"Villas Inglesas, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-431610142ef4-3ced-12f202ce-ac01-3893
2977,S1,4500000,4500000,250312,2024-10-04,"CASA EN VENTA FRACC. ANTIGUA CEMENTERA, BLVD. 15 DE MAYO, CON ALBERCA",276,168,16304.347826086956,26785.714285714286,2024-02-20,2,0,2024-02-22,Casa,Venta,2,4,1,0,1.0,No,,Fracc La Antigua Cementera,,,"Fracc La Antigua Cementera, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-2fc67b6e8b20-22f0-c60c6e9c-b4d8-4100
2978,S1,4500000,4500000,250312,2024-10-04,"Penthouse en Venta en Col. La Paz con doble altura, terraza privada e increíbles vistas",222,170,20270.27027027027,26470.58823529412,2023-04-20,302,10,2024-02-22,Departamento,Venta,1,3,3,0,3.0,No,,La Paz,,,"La Paz, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-512a17674e70-5903-eaf4f504-bdfd-3cfb
2979,S1,4500000,4500000,250312,2024-10-04,"CASA DE UN PISO EN ARBOLEDAS DE GUADALUPE, SECCION FUENTES, AMPLIO JARDIN.",336,180,13392.857142857143,25000.0,2023-09-22,150,5,2024-02-22,Casa,Venta,2,1,1,0,1.0,No,,Plazas de Guadalupe,,,"Plazas de Guadalupe, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-21310ac5190-ce42-99913e36-aa86-470d
2980,S1,4500000,4500000,250312,2024-10-04,Departamento en Venta en Angelópolis,187,187,24064.17112299465,24064.17112299465,2023-04-20,302,10,2024-02-22,Departamento,Venta,1,3,2,0,2.0,No,,Tlaxcalancingo,,,"Tlaxcalancingo, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-c9095e9247e9-7285-a6be263d-85fe-3a6a
2981,S1,4500000,4500000,250312,2024-10-04,"Casa en venta en Estrellas del sur, Puebla",209,209,21531.1004784689,21531.1004784689,2023-10-23,120,3,2024-02-22,Casa,Venta,2,3,5,0,5.0,No,Fraccionamiento,Estrella del Sur,,,"Fraccionamiento Estrella del Sur, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-a288f6f527fc-487-ddb7baa4-a239-401a
2982,S1,4500000,4500000,250312,2024-10-04,venta casa tipo loft puebla la cima zona angelopolis,172,223,26162.79069767442,20179.372197309414,2023-05-25,268,8,2024-02-22,Casa,Venta,2,1,2,0,2.0,No,,La Cima,,,"La Cima, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-98c9f28aa578-874d-75fc6e78-b9be-47c3
